id,v_type,k,v
1166727538,<type 'str'>,amenity,atm
1166727538,<type 'str'>,name,Axis bank ATM private to Ferns Icon
1166727541,<type 'str'>,amenity,restaurant
1166727541,<type 'str'>,name,Traffic Jam restaurant
1166727551,<type 'str'>,addr:street,ORR  opposite bhagini
1166727551,<type 'str'>,amenity,restaurant
1166727551,<type 'str'>,name,Pink restaurant
1166727555,<type 'str'>,name,unknown bakery
1166727555,<type 'str'>,shop,bakery
1169430891,<type 'str'>,name,car accesories
1169430891,<type 'str'>,shop,car_parts
1169450206,<type 'str'>,amenity,parking
1169450206,<type 'str'>,name,MK Retail Parking
1174025197,<type 'str'>,amenity,bank
1174025197,<type 'str'>,atm,yes
1174025197,<type 'str'>,name,HDFC Bank
1185751513,<type 'str'>,addr:street,100 Feet Road(S K Karim Khan Road)
1185751513,<type 'str'>,name,Metro
1185751513,<type 'str'>,shop,shoes
1185751529,<type 'str'>,addr:street,100 Feet Road(S K Karim Khan Road)
1185751529,<type 'str'>,name,Bata
1185751529,<type 'unicode'>,name:kn,ಬಾಟಾ
1185751529,<type 'str'>,shop,shoes
1185751530,<type 'str'>,addr:street,100 Feet Road(S K Karim Khan Road)
1185751530,<type 'str'>,name,Unilet
1185751530,<type 'str'>,shop,electronics
1185751531,<type 'str'>,name,Woodland
1185751531,<type 'str'>,shop,clothes
1185751534,<type 'str'>,name,Reliance Footprint
1185751534,<type 'str'>,shop,shoes
1185757004,<type 'str'>,highway,bus_stop
1185757004,<type 'str'>,name,Indiranagar 6th main
1185757004,<type 'unicode'>,name:kn,ಇಂದಿರಾನಗರ ೬ನೇ ಮುಖ್ಯ ರಸ್ತೆ
1192534111,<type 'str'>,barrier,toll_booth
1192534111,<type 'str'>,operator,BETL
1192534195,<type 'str'>,barrier,toll_booth
1196677392,<type 'str'>,addr:city,"Marathahalli, Bangalore"
1196677392,<type 'str'>,addr:postcode,560037
1196677392,<type 'str'>,addr:street,Outer Ring Road
1196677392,<type 'str'>,amenity,bank
1196677392,<type 'str'>,atm,yes
1196677392,<type 'str'>,name,ICICI Bank
1196677392,<type 'unicode'>,name:kn,ಐಸಿಐಸಿಐ ಬ್ಯಾಂಕು
1211577592,<type 'str'>,junction,yes
1211577592,<type 'str'>,name,Hulimavu Gate
1212302913,<type 'str'>,highway,traffic_signals
1212309366,<type 'str'>,amenity,atm
1212309366,<type 'str'>,name,IDBI
1232686162,<type 'str'>,highway,traffic_signals
1232686162,<type 'str'>,junction,yes
1232686162,<type 'str'>,name,Mahatma Gandhi Circle
1232686162,<type 'unicode'>,name:kn,ಮಹಾತ್ಮ ಗಾಂಧಿ ವೃತ್ತ
1232740569,<type 'str'>,name,Easwara Layout
1232740569,<type 'unicode'>,name:kn,ಈಶ್ವರ ಬಡಾವಣೆ
1232740569,<type 'str'>,place,neighbourhood
1232740597,<type 'str'>,highway,bus_stop
1232740597,<type 'str'>,name,Indiranagar 6th main
1232740597,<type 'unicode'>,name:kn,ಇಂದಿರಾನಗರ ೬ನೇ ಮುಖ್ಯ ರಸ್ತೆ
1232740599,<type 'str'>,name,LBS Nagar
1232740599,<type 'unicode'>,name:kn,ಎಲ್ ಬಿ ಎಸ್ ನಗರ
1232740599,<type 'str'>,place,neighbourhood
1232953293,<type 'str'>,highway,bus_stop
1232953293,<type 'str'>,name,Mayo Hall
1237139191,<type 'str'>,tourism,guest_house
1260719439,<type 'str'>,addr:city,"Marathahalli, Bangalore"
1260719439,<type 'str'>,addr:housenumber,92/3
1260719439,<type 'str'>,addr:street,Outer Ring Road
1260719439,<type 'str'>,amenity,restaurant
1260719439,<type 'str'>,cuisine,indian
1260719439,<type 'str'>,level,2
1260719439,<type 'str'>,name,Punjabi Tadka
1260719439,<type 'str'>,phone,919241746626
1260719442,<type 'str'>,name,Hitech Communication
1260719442,<type 'str'>,operator,Nokia
1260719442,<type 'str'>,shop,mobile_phone
1272424543,<type 'str'>,addr:street,29 Main
1272424543,<type 'str'>,address,593 14th cross 29th main
1272424543,<type 'str'>,amenity,hospital
1272424543,<type 'str'>,designation,Clinic
1272424543,<type 'str'>,emergency,no
1272424543,<type 'str'>,name,Srinivas Clinic
1274328857,<type 'str'>,barrier,toll_booth
1274328868,<type 'str'>,amenity,cafe
1274328868,<type 'str'>,name,Barista
1274328878,<type 'str'>,amenity,bar;pub;restaurant
1274328878,<type 'str'>,name,Rendezvous
1274328898,<type 'str'>,name,Maple's
1274328898,<type 'str'>,tourism,hotel
1274328909,<type 'str'>,amenity,restaurant
1274328909,<type 'str'>,name,Sri Vishnu Sagar
1275552745,<type 'str'>,building,entrance
1275552778,<type 'str'>,addr:city,"Marathahalli, Bangalore"
1275552778,<type 'str'>,addr:street,Outer Ring Road
1275552778,<type 'str'>,name,Damro
1275552778,<type 'str'>,shop,furniture
1275552805,<type 'str'>,addr:city,"Marathahalli, Bangalore"
1275552805,<type 'str'>,addr:street,Outer Ring Road
1275552805,<type 'str'>,name,The Orange Hotel
1275552805,<type 'str'>,tourism,hotel
1278162245,<type 'str'>,name,Venkatpura
1278162245,<type 'unicode'>,name:kn,ವೆಂಕಟಪುರ
1278162245,<type 'str'>,place,neighbourhood
1278162259,<type 'str'>,alt_name,Sinivagilu Tank Bed Layout
1278162259,<type 'str'>,name,ST Bed Layout
1278162259,<type 'str'>,place,neighbourhood
1279246450,<type 'str'>,amenity,hospital
1279246450,<type 'str'>,name,Narayana Hridayalaya Clinic
1279246451,<type 'str'>,amenity,public_building
1279246451,<type 'str'>,name,Bangalore One
1280127947,<type 'str'>,amenity,bank
1280127947,<type 'str'>,atm,yes
1280127947,<type 'str'>,name,Karnataka Bank
1280127947,<type 'unicode'>,name:kn,ಕರ್ನಾಟಕ ಬ್ಯಾಂಕ್
1280127947,<type 'str'>,operator,Karnataka Bank
1280967981,<type 'str'>,amenity,school
1280967981,<type 'str'>,name,Cambridge School
1280986765,<type 'str'>,amenity,school
1280986765,<type 'str'>,name,Cambridge School ICSE
1280987919,<type 'str'>,addr:street,19th Main
1280987919,<type 'str'>,amenity,fuel
1280987919,<type 'str'>,diesel,yes
1280987919,<type 'str'>,name,Indian Oil
1280987919,<type 'unicode'>,name:kn,ಇಂಡಿಯನ್ ಆಯಿಲ್
1280987919,<type 'str'>,operator,Indian Oil
1281143322,<type 'str'>,name,Lakme Beauty Parlour
1281143322,<type 'str'>,shop,hairdresser
1281143331,<type 'str'>,name,MK Retail Super Market
1281143331,<type 'str'>,shop,supermarket
1282881158,<type 'str'>,amenity,fast_food
1282881158,<type 'str'>,name,Chat
1282881207,<type 'str'>,highway,bus_stop
1282881207,<type 'str'>,name,Domlur Bridge
1282881207,<type 'unicode'>,name:kn,ದೊಮ್ಮಲೂರ್ ಬ್ರಿಜ್
1282881326,<type 'str'>,highway,traffic_signals
1299901719,<type 'str'>,amenity,cafe
1299901719,<type 'str'>,name,Cafe Coffee Day
1299901719,<type 'str'>,takeaway,yes
1299903066,<type 'str'>,amenity,fast_food
1299903066,<type 'str'>,cuisine,pizza
1299903066,<type 'str'>,delivery,yes
1299903066,<type 'str'>,name,Papa Johns Pizza
1299903066,<type 'str'>,phone,08042134320
1299906413,<type 'str'>,name,Swadeshi
1299906413,<type 'str'>,shop,clothes
1299907760,<type 'str'>,name,Next
1299907760,<type 'str'>,shop,electronics
1299909591,<type 'str'>,delivery,yes
1299909591,<type 'str'>,name,Multiplex
1299909591,<type 'str'>,shop,department_store
1307407047,<type 'str'>,addr:housenumber,447
1307407047,<type 'str'>,addr:postcode,560102
1307407047,<type 'str'>,addr:street,28th main
1307407047,<type 'str'>,building,yes
1307407048,<type 'str'>,addr:housenumber,643
1307407048,<type 'str'>,addr:postcode,560102
1307407048,<type 'str'>,addr:street,12th cross
1307407048,<type 'str'>,building,yes
1307407049,<type 'str'>,amenity,place_of_worship
1307407049,<type 'str'>,name,Patalamma Temple
1307407049,<type 'str'>,religion,hindu
1307443100,<type 'str'>,addr:housename,FORUM
1307443100,<type 'str'>,amenity,food_court
1307443100,<type 'str'>,name,Transit
1307443105,<type 'str'>,addr:housename,Forum
1307443105,<type 'str'>,addr:street,Dr. M H Marigowda Road
1307443105,<type 'str'>,amenity,cafe
1307443105,<type 'str'>,cuisine,coffee_shop
1307443105,<type 'str'>,name,Cafe Coffee Day
1307443105,<type 'str'>,wifi,yes
1307450638,<type 'str'>,addr:postcode,560102
1307450638,<type 'str'>,addr:street,27th main
1307450638,<type 'str'>,amenity,pharmacy
1307450638,<type 'str'>,dispensing,yes
1307450638,<type 'str'>,name,Shiva Medicals
1307453441,<type 'str'>,addr:postcode,560102
1307453441,<type 'str'>,addr:street,13th cross
1307453441,<type 'str'>,amenity,pharmacy
1307453441,<type 'str'>,dispensing,yes
1307453441,<type 'str'>,name,Giri Medicals
1307456135,<type 'str'>,amenity,library
1307456135,<type 'str'>,name,Just books
1307555240,<type 'str'>,name,Sagar Automobiles
1307555240,<type 'str'>,shop,car
1311759558,<type 'str'>,addr:city,"Electronic City, Bangalore"
1311759558,<type 'str'>,amenity,restaurant
1311759558,<type 'str'>,cuisine,indian
1311759558,<type 'str'>,name,Pallavi Grand
1311760453,<type 'str'>,addr:city,"Bommanahalli, Bangalore"
1311760453,<type 'str'>,addr:postcode,560068
1311760453,<type 'str'>,addr:street,Hosur Road
1311760453,<type 'str'>,amenity,college
1311760453,<type 'str'>,fax,+91-80-30219629
1311760453,<type 'str'>,name,The Oxford Dental College & Hospital
1311760453,<type 'str'>,phone,8030219626
1311768491,<type 'str'>,amenity,fuel
1311768491,<type 'str'>,name,Indian Oil
1311768491,<type 'unicode'>,name:kn,ಇಂಡಿಯನ್ ಆಯಿಲ್
1311768491,<type 'str'>,wheelchair,yes
1311837518,<type 'str'>,barrier,gate
1311837531,<type 'str'>,barrier,gate
1315873980,<type 'str'>,addr:city,Bangalore
1315873980,<type 'str'>,addr:postcode,560100
1315873980,<type 'str'>,addr:street,Hosur Road
1315873980,<type 'str'>,alt_name,PESIT BSC
1315873980,<type 'str'>,amenity,college
1315873980,<type 'str'>,email,pesse_enquiry@yahoo.com
1315873980,<type 'str'>,fax,+ 91-80-28521630
1315873980,<type 'str'>,name,PESIT Bengaluru South
1315873980,<type 'str'>,phone,"8066186610,8066186611"
1315873980,<type 'str'>,website,pesit.pes.edu/
1315929387,<type 'str'>,amenity,college
1315929387,<type 'str'>,name,Amrita School of Engineering
1317176747,<type 'str'>,addr:street,Thippasandra Main Road
1317176747,<type 'str'>,amenity,restaurant
1317176747,<type 'str'>,cuisine,indian
1317176747,<type 'str'>,name,Plantin Leaf Andhra Restaurant
1317194409,<type 'str'>,addr:street,80 Feet Road(Sir C.V. Raman Hospital Road)
1317194409,<type 'str'>,name,Spencers Supermarket
1317194409,<type 'str'>,shop,alcohol
1317197138,<type 'str'>,name,HOPCOMS
1317197138,<type 'unicode'>,name:kn,ಹಾಪ್ ಕಾಮ್ಸ್
1317197138,<type 'str'>,shop,greengrocer
1317203447,<type 'str'>,addr:street,Thippasandra Main Road
1317203447,<type 'str'>,amenity,restaurant
1317203447,<type 'str'>,name,Chowka Rajasthani
1318910652,<type 'str'>,amenity,atm
1318910652,<type 'str'>,operator,Canara Bank
1318917183,<type 'str'>,amenity,restaurant
1318917183,<type 'str'>,cuisine,pizza
1318917183,<type 'str'>,name,Pizza Hut
1318917185,<type 'str'>,amenity,restaurant
1318917185,<type 'str'>,cuisine,pizza
1318917185,<type 'str'>,name,Dominos
1318917186,<type 'str'>,amenity,atm
1318917186,<type 'str'>,name,ICICI Bank ATM
1318917186,<type 'str'>,operator,ICICI Bank
1318917194,<type 'str'>,amenity,fast_food
1318917194,<type 'str'>,cuisine,indian
1318917194,<type 'str'>,name,Sri Krishna Upahar
1318917197,<type 'str'>,amenity,bank
1318917197,<type 'str'>,atm,yes
1318917197,<type 'str'>,name,HDFC Bank ATM
1318978163,<type 'str'>,amenity,hospital
1318978163,<type 'str'>,emergency,yes
1318978163,<type 'str'>,name,Sagar Hospital
1318978163,<type 'unicode'>,name:kn,ಸಾಗರ ಆಸ್ಪತ್ರೆ
1318987637,<type 'str'>,highway,bus_stop
1318987637,<type 'str'>,name,Konanakunte Cross
1318987638,<type 'str'>,amenity,hospital
1318987638,<type 'str'>,emergency,yes
1318987638,<type 'str'>,name,Metro Hospital
1318987639,<type 'str'>,amenity,fuel
1318987639,<type 'str'>,brand,Indane Oil
1318987639,<type 'str'>,name,Mobil Petrol / Gas Station
1318987639,<type 'str'>,name:en,Indian Oil Corporation
1323530645,<type 'str'>,barrier,gate
1323530677,<type 'str'>,barrier,gate
1323652934,<type 'str'>,addr:city,"V V Puram, Bangalore"
1323652934,<type 'str'>,addr:postcode,560004
1323652934,<type 'str'>,addr:street,Krishna Rajendra Road
1323652934,<type 'str'>,amenity,college
1323652934,<type 'str'>,email,chairman_bit@yahoo.in
1323652934,<type 'str'>,fax,+91-80-26526796
1323652934,<type 'str'>,name,Bangalore Institute of Technology
1323652934,<type 'str'>,phone,8026615865;8026613237
1323652934,<type 'str'>,website,http://www.bit-bangalore.org
1323652934,<type 'str'>,wheelchair,no
1323663813,<type 'str'>,addr:city,"V V Puram, Bangalore"
1323663813,<type 'str'>,addr:postcode,560004
1323663813,<type 'str'>,addr:street,Krishna Rajendra Road
1323663813,<type 'str'>,amenity,college
1323663813,<type 'str'>,name,Kempegowda Institute of Medical Sciences
1323663819,<type 'str'>,addr:city,"V V Puram, Bangalore"
1323663819,<type 'str'>,addr:postcode,560004
1323663819,<type 'str'>,addr:street,Krishna Rajendra Road
1323663819,<type 'str'>,amenity,college
1323663819,<type 'str'>,name,VV Puram College of Arts and Commerce
1323663819,<type 'str'>,wheelchair,limited
1323690429,<type 'str'>,highway,bus_stop
1323690429,<type 'str'>,name,Makkalakoota
1323690429,<type 'unicode'>,name:kn,ಮಕ್ಕಳ ಕೂಟ
1323690429,<type 'str'>,wheelchair,no
1326430789,<type 'str'>,highway,bus_stop
1326430789,<type 'str'>,local_ref,J.P.NAGARA 7TH PHASE
1326430789,<type 'str'>,name,Puttenahalli Jp nagar
1328581935,<type 'str'>,building,yes
1328581935,<type 'str'>,name,tata sherwood
1328593755,<type 'str'>,amenity,place_of_worship
1328593755,<type 'str'>,name,Ganesha Temple
1328593755,<type 'unicode'>,name:kn,ಗಣೇಶ ದೇವಸ್ಥಾನ
1328593755,<type 'str'>,religion,hindu
1328593756,<type 'str'>,name,Ladies Beauty Parlor
1328593756,<type 'str'>,shop,hairdresser
1328593757,<type 'str'>,shop,hairdresser
1328593758,<type 'str'>,addr:street,Thippasandra Main Road
1328593758,<type 'str'>,name,Casio Supermarket
1328593758,<type 'str'>,shop,supermarket
1328593759,<type 'str'>,shop,clothes
1328593760,<type 'str'>,name,Meenaxi Hardware and Lighting
1328593760,<type 'str'>,shop,doityourself
1328593761,<type 'str'>,shop,butcher
1328593762,<type 'str'>,amenity,cafe
1328593762,<type 'str'>,name,Coffeeday Xpress
1328610585,<type 'str'>,shop,florist
1328610588,<type 'str'>,amenity,restaurant
1328610588,<type 'str'>,name,Sue's Kitchen
1328610603,<type 'str'>,name,Max
1328610603,<type 'str'>,shop,clothes
1328610606,<type 'str'>,shop,convenience
1328610611,<type 'str'>,amenity,bank
1328610611,<type 'str'>,atm,yes
1328610611,<type 'str'>,name,Indian Overseas Bank
1328610611,<type 'str'>,operator,IOB Bank & ATM
1328610618,<type 'str'>,addr:street,Chinmaya Mission Hospital Road
1328610618,<type 'str'>,name,M K Retail
1328610618,<type 'str'>,shop,supermarket
1328610672,<type 'str'>,amenity,pharmacy
1328610680,<type 'str'>,shop,florist
1328610690,<type 'str'>,name,Bimal Maruti Sai Service Station
1328610690,<type 'str'>,shop,car_repair
1328610694,<type 'str'>,addr:street,100 Feet Road( S K Karim Khan Road)
1328610694,<type 'str'>,name,Pai Electronics
1328610694,<type 'str'>,shop,hifi
1328610696,<type 'str'>,addr:street,80 Feet Road(Sir C.V. Raman Hospital Road)
1328610696,<type 'str'>,name,Sapna Book House
1328610696,<type 'str'>,shop,books
1328610703,<type 'str'>,addr:housenumber,99
1328610703,<type 'str'>,building,yes
1328610703,<type 'str'>,building:levels,1
1328610703,<type 'str'>,name,Hopcoms
1328610703,<type 'unicode'>,name:kn,ಹಾಪ್ ಕಾಮ್ಸ್
1328610703,<type 'str'>,opening_hours,"09:30-13:30,16:30-20:30"
1328610703,<type 'str'>,organic,no
1328610703,<type 'str'>,shop,greengrocer
1328610703,<type 'str'>,wheelchair,no
1328610729,<type 'str'>,addr:street,100 Feet Road(S K Karim Khan Road)
1328610729,<type 'str'>,name,Hopcoms
1328610729,<type 'unicode'>,name:kn,ಹಾಪ್ ಕಾಮ್ಸ್
1328610729,<type 'str'>,shop,greengrocer
1328613153,<type 'str'>,shop,gift
1328613155,<type 'str'>,amenity,restaurant
1328613155,<type 'str'>,name,Mainland China
1328613155,<type 'str'>,wheelchair,limited
1328615122,<type 'str'>,name,E-Zone Electronic store
1328615122,<type 'str'>,shop,hifi
1328615128,<type 'str'>,name,pai electronics
1328615128,<type 'str'>,shop,hifi
1328615136,<type 'str'>,amenity,fast_food
1328615136,<type 'str'>,name,Shanti Sagar
1328615137,<type 'str'>,amenity,restaurant
1328615137,<type 'str'>,name,Coast to Coast Sea food restaurant
1328615138,<type 'str'>,amenity,restaurant
1328615138,<type 'str'>,name,Tamrind Restaurant
1328615139,<type 'str'>,amenity,restaurant
1328615139,<type 'str'>,name,Kubey Seafood Restaurant
1328617006,<type 'str'>,amenity,place_of_worship
1328617006,<type 'str'>,name,Sai Baba Temple
1328617006,<type 'unicode'>,name:kn,ಸಾಯಿಬಾಬಾ ದೇವಸ್ಥಾನ
1328617006,<type 'str'>,religion,hindu
1328617009,<type 'str'>,amenity,restaurant
1328617009,<type 'str'>,cuisine,vegetarian
1328617009,<type 'str'>,diet:vegetarian,only
1328617009,<type 'str'>,name,annapoorni vegeterian restaurant
1328617011,<type 'str'>,addr:city,Bengaluru
1328617011,<type 'str'>,addr:housenumber,15/39
1328617011,<type 'str'>,addr:postcode,560008
1328617011,<type 'str'>,addr:street,"Cambridge Road, Halasuru Police Station Road, Halasuru"
1328617011,<type 'str'>,name,lal rakhra sports shop
1328617011,<type 'unicode'>,opening_hours,10AM–8PM
1328617011,<type 'str'>,phone,08025555684
1328617011,<type 'str'>,shop,sports
1328617013,<type 'str'>,addr:street,Sai Baba Mandira Road
1328617013,<type 'str'>,amenity,pharmacy
1328617013,<type 'str'>,name,Health and Glow
1331929297,<type 'str'>,amenity,fuel
1331929297,<type 'str'>,brand,Indian Oil
1331929297,<type 'str'>,name,Chinnaswamy Petrol / Gas Station
1331929297,<type 'str'>,operator,Indian Oil
1331929309,<type 'str'>,amenity,cafe
1331929309,<type 'str'>,cuisine,ice_cream
1331929309,<type 'str'>,internet_access,no
1331929309,<type 'str'>,name,Polar Bear
1331929313,<type 'str'>,name,More
1331929313,<type 'str'>,shop,convenience
1331929318,<type 'str'>,amenity,atm
1331929318,<type 'str'>,operator,ICICI Bank
1331929349,<type 'str'>,amenity,police
1331929349,<type 'str'>,name,Kumaraswamy Layout Police Station
1331929352,<type 'str'>,amenity,restaurant
1331929354,<type 'str'>,amenity,cafe
1331929354,<type 'str'>,cuisine,coffee_shop
1331929354,<type 'str'>,name,NJAC
1331946754,<type 'str'>,amenity,restaurant
1331946754,<type 'str'>,cuisine,indian
1331946754,<type 'str'>,name,Prasiddhi
1331946756,<type 'str'>,name,Nilgiris
1331946756,<type 'str'>,shop,supermarket
1331946760,<type 'str'>,amenity,fuel
1331946760,<type 'str'>,brand,Indian Oil
1331946760,<type 'str'>,name,Indian Oil
1331946760,<type 'str'>,name:en,Indian Oil Corporation
1331946760,<type 'unicode'>,name:kn,ಇಂಡಿಯನ್ ಆಯಿಲ್
1331946760,<type 'str'>,operator,Indian Oil
1331946767,<type 'str'>,amenity,marketplace
1331946767,<type 'str'>,name,Sarakki Market
1331946768,<type 'str'>,name,Reliance Fresh
1331946768,<type 'str'>,shop,supermarket
1331946772,<type 'str'>,amenity,atm
1331946772,<type 'str'>,operator,HDFC Bank
1331946776,<type 'str'>,amenity,restaurant
1331946776,<type 'str'>,cuisine,indian
1331946776,<type 'str'>,name,Nandhini Deluxe
1331989769,<type 'str'>,amenity,place_of_worship
1331989769,<type 'str'>,name,Ganesha Temple
1331989769,<type 'unicode'>,name:kn,ಗಣೇಶ ದೇವಸ್ಥಾನ
1331989769,<type 'str'>,religion,hindu
1331989779,<type 'str'>,amenity,restaurant
1331989779,<type 'str'>,cuisine,indian
1331989779,<type 'str'>,name,Inchara
1334360668,<type 'str'>,amenity,restaurant
1334360668,<type 'str'>,cuisine,indian
1334360668,<type 'str'>,name,purbhi
1334443041,<type 'str'>,amenity,atm
1334443041,<type 'str'>,operator,Canara Bank
1334443049,<type 'str'>,amenity,atm
1334443049,<type 'str'>,operator,HDFC Bank
1334443051,<type 'str'>,amenity,bank
1334443051,<type 'str'>,atm,no
1334443051,<type 'str'>,name,State Bank of Mysore
1334443051,<type 'unicode'>,name:kn,ಮೈಸೂರು ಬ್ಯಾಂಕ್‌
1336663427,<type 'str'>,highway,bus_stop
1336663427,<type 'str'>,local_ref,CHUNCHAGHATTA
1336663427,<type 'str'>,name,Chunchaghatta
1336663427,<type 'unicode'>,name:kn,ಚುಂಚಘಟ್ಟ
1336687503,<type 'str'>,name,Reliance Fresh
1336687503,<type 'str'>,shop,supermarket
1336687526,<type 'str'>,highway,bus_stop
1336687526,<type 'str'>,local_ref,ADITHYA NAGARA
1336687526,<type 'str'>,name,Adithya Nagara
1336815278,<type 'str'>,leisure,pitch
1336815278,<type 'str'>,name,VET Cricket Ground
1336840466,<type 'str'>,amenity,atm
1336840466,<type 'str'>,fee,OBC
1336840478,<type 'str'>,amenity,atm
1336840478,<type 'str'>,fee,SBI
1338091641,<type 'str'>,amenity,bank
1338091641,<type 'str'>,name,ICICI Bank
1338091641,<type 'unicode'>,name:kn,ಐಸಿಐಸಿಐ ಬ್ಯಾಂಕು
1338091642,<type 'str'>,amenity,atm
1338091642,<type 'str'>,fee,ICICI Bank ATM
1338100076,<type 'str'>,amenity,place_of_worship
1338100076,<type 'str'>,name,Temple
1338100076,<type 'str'>,religion,hindu
1339408103,<type 'str'>,amenity,toilets
1339408107,<type 'str'>,name,Saleem Enfield Bullet Repair Shop
1339408107,<type 'str'>,shop,motorcycle
1339408128,<type 'str'>,building,yes
1339408128,<type 'str'>,name,EKBOTE Furnitures
1339408132,<type 'str'>,amenity,atm
1339408146,<type 'str'>,shop,greengrocer
1339408152,<type 'str'>,addr:housenumber,1650
1339408152,<type 'str'>,addr:street,Jeevan Bhima Nagar 10th Main Road
1339408152,<type 'str'>,amenity,fast_food
1339408152,<type 'str'>,cuisine,juice
1339408152,<type 'str'>,level,0
1339408152,<type 'str'>,name,Sabari Juice Junction
1339408157,<type 'str'>,shop,florist
1339408167,<type 'str'>,addr:street,80 Feet Road(Sir C.V. Raman Hospital Road)
1339408167,<type 'str'>,amenity,restaurant
1339408167,<type 'str'>,cuisine,chinese
1339408167,<type 'str'>,name,Bejing Bites
1339408176,<type 'str'>,name,Hopcoms
1339408176,<type 'unicode'>,name:kn,ಹಾಪ್ ಕಾಮ್ಸ್
1339408176,<type 'str'>,shop,greengrocer
1339408198,<type 'str'>,name,Torque Car Accesories
1339408198,<type 'str'>,shop,car_repair
1339413315,<type 'str'>,name,Reliance Fish Shop
1339413315,<type 'str'>,shop,fishmonger
1339413321,<type 'str'>,name,Metal Works Shop
1339413321,<type 'str'>,shop,doityourself
1339413322,<type 'str'>,amenity,pharmacy
1339731713,<type 'str'>,amenity,parking
1339731713,<type 'str'>,name,Sagar Hospital Parking
1339731713,<type 'str'>,parking,multi-storey
1339731852,<type 'str'>,amenity,pharmacy
1339731852,<type 'str'>,dispensing,yes
1339731852,<type 'str'>,name,Apollo Pharmacy
1339731852,<type 'unicode'>,name:kn,ಅಪೋಲೋ ಫಾರ್ಮಸಿ
1339732021,<type 'str'>,amenity,college
1339732021,<type 'str'>,name,Dayanand Sagar College of Engineering
1342910456,<type 'str'>,shop,motorcycle
1344698572,<type 'str'>,highway,traffic_signals
1345879990,<type 'str'>,addr:housename,Embasy Golf Links
1345879990,<type 'str'>,amenity,restaurant
1345879990,<type 'str'>,name,Riviera Food Court
1346450614,<type 'str'>,amenity,library
1346450614,<type 'str'>,name,Christ University Library
1352675455,<type 'str'>,addr:street,Chinmaya Mission Hospital Road
1352675455,<type 'str'>,amenity,bank
1352675455,<type 'str'>,atm,yes
1352675455,<type 'str'>,name,HDFC Bank
1360190627,<type 'str'>,amenity,restaurant
1360190627,<type 'str'>,cuisine,indian
1360190627,<type 'str'>,name,U D Residency
1366867065,<type 'str'>,barrier,gate
1367646343,<type 'str'>,amenity,atm
1367646343,<type 'str'>,operator,HDFC Bank
1367646347,<type 'str'>,amenity,atm
1367646347,<type 'str'>,operator,ICICI
1367646347,<type 'str'>,wheelchair,no
1371978473,<type 'str'>,addr:city,Bangalore
1371978473,<type 'str'>,addr:postcode,560017
1371978473,<type 'str'>,addr:street,5th Main Road
1371978504,<type 'str'>,barrier,bollard
1375978217,<type 'str'>,amenity,cafe
1375978217,<type 'str'>,name,Sweet Chariot
1375978230,<type 'str'>,name,Terminus
1375978230,<type 'str'>,tourism,hotel
1375978240,<type 'str'>,amenity,cafe
1375978240,<type 'str'>,name,Latte Tude
1375978244,<type 'str'>,amenity,restaurant
1375978244,<type 'str'>,name,Lucky da dhaba
1375978245,<type 'str'>,amenity,restaurant
1375978245,<type 'str'>,cuisine,Mughlai
1375978245,<type 'str'>,name,Lazeej
1375978247,<type 'str'>,amenity,pharmacy
1375978247,<type 'str'>,name,Shakti Medical
1375978250,<type 'str'>,amenity,bank
1375978250,<type 'str'>,operator,Kotak Mahindra
1375978253,<type 'str'>,amenity,restaurant
1375978253,<type 'str'>,name,Meghna Biryani
1375978256,<type 'str'>,name,Just Bake
1375978256,<type 'str'>,shop,bakery
1375978258,<type 'str'>,amenity,restaurant
1375978258,<type 'str'>,cuisine,chinese
1375978258,<type 'str'>,name,Zheng
1375978262,<type 'str'>,amenity,restaurant
1375978262,<type 'str'>,cuisine,north indian
1375978262,<type 'str'>,name,Golmal Paratha
1375978263,<type 'str'>,amenity,cafe
1375978263,<type 'str'>,name,Costa Coffee
1375978264,<type 'str'>,amenity,restaurant
1375978264,<type 'str'>,name,Aalishan
1375978265,<type 'str'>,amenity,bar;pub;restaurant
1375978265,<type 'str'>,name,Jukebox
1375978266,<type 'str'>,amenity,restaurant
1375978266,<type 'str'>,cuisine,chinese
1375978266,<type 'str'>,name,Ping
1375978267,<type 'str'>,amenity,cafe
1375978267,<type 'str'>,name,Java City
1375978268,<type 'str'>,amenity,pharmacy
1375978268,<type 'str'>,name,Health And Glow
1375978269,<type 'str'>,addr:city,Bangalore
1375978269,<type 'str'>,addr:housenumber,143
1375978269,<type 'str'>,addr:postcode,560034
1375978269,<type 'str'>,addr:street,"1st Cross, 5th Block, Koramangala, Near Nagarjuna Hotel"
1375978269,<type 'str'>,amenity,pharmacy
1375978269,<type 'str'>,name,Apollo Clinic
1375978269,<type 'str'>,phone,918605002244
1375978269,<type 'str'>,source,justdial
1375978269,<type 'str'>,website,apollospectra.com
1375978270,<type 'str'>,amenity,bar;pub;restaurant
1375978270,<type 'str'>,name,Sixtyfour
1375978271,<type 'str'>,amenity,restaurant
1375978271,<type 'str'>,cuisine,chinese
1375978271,<type 'str'>,name,Mainland China
1375978272,<type 'str'>,amenity,restaurant
1375978272,<type 'str'>,name,Daawat
1375978273,<type 'str'>,amenity,restaurant
1375978273,<type 'str'>,cuisine,indian
1375978273,<type 'str'>,name,Kobe
1375978274,<type 'str'>,amenity,restaurant
